J_cinerea_1,1
J_cinerea_2,1
J_mandshurica,1
J_regea,1
P_delavayi_H17,0
P_fraxinifolia_H1,2
P_fraxinifolia_H10,3
P_fraxinifolia_H11,2
P_fraxinifolia_H12,3
P_fraxinifolia_H2,2
P_fraxinifolia_H3,2
P_fraxinifolia_H4,2
P_fraxinifolia_H5,3
P_fraxinifolia_H6,3
P_fraxinifolia_H7,3
P_fraxinifolia_H8,2
P_fraxinifolia_H9,3
P_hupehensis_H18,0
P_insignis_2_H16,0
P_rhoifolia_H14,0
P_rhoifolia_H15,0
P_stenoptera_H13,0
